1.1.1,wifi_remove_tooLow
38.12T1.5530.2H,wifi_ofdma_tx_evm_5530_a2_tooHigh
38.12T1.5530.2L,wifi_ofdma_tx_evm_5530_a2_tooLow
38.12T1.5530.3,wifi_ofdma_tx_evm_5530_a3
38.12T1.5530.3H,wifi_ofdma_tx_evm_5530_a3_tooHigh
38.12T1.5530.3L,wifi_ofdma_tx_evm_5530_a3_tooLow
38.12T1.5530.4,wifi_ofdma_tx_evm_5530_a4
38.12T1.5530.4H,wifi_ofdma_tx_evm_5530_a4_tooHigh
38.12T1.5530.4L,wifi_ofdma_tx_evm_5530_a4_tooLow
38.12T1.5670,wifi_ofdma_tx_evm_5670
38.12T1.5670.1,wifi_ofdma_tx_evm_5670_a1
38.12T1.5670.1H,wifi_ofdma_tx_evm_5670_a1_tooHigh
38.12T1.5670.1L,wifi_ofdma_tx_evm_5670_a1_tooLow
38.12T1.5670.2,wifi_ofdma_tx_evm_5670_a2
38.12T1.5670.2H,wifi_ofdma_tx_evm_5670_a2_tooHigh
38.12T1.5670.2L,wifi_ofdma_tx_evm_5670_a2_tooLow
38.12T1.5670.3,wifi_ofdma_tx_evm_5670_a3
38.12T1.5670.3H,wifi_ofdma_tx_evm_5670_a3_tooHigh
38.12T1.5670.3L,wifi_ofdma_tx_evm_5670_a3_tooLow
38.12T1.5670.4,wifi_ofdma_tx_evm_5670_a4
38.12T1.5670.4H,wifi_ofdma_tx_evm_5670_a4_tooHigh
38.12T1.5670.4L,wifi_ofdma_tx_evm_5670_a4_tooLow
38.12T1.5755,wifi_ofdma_tx_evm_5755
38.12T1.5755.1,wifi_ofdma_tx_evm_5755_a1
38.12T1.5755.1H,wifi_ofdma_tx_evm_5755_a1_tooHigh
38.12T1.5755.1L,wifi_ofdma_tx_evm_5755_a1_tooLow
38.12T1.5755.2,wifi_ofdma_tx_evm_5755_a2
38.12T1.5755.2H,wifi_ofdma_tx_evm_5755_a2_tooHigh
38.12T1.5755.2L,wifi_ofdma_tx_evm_5755_a2_tooLow
38.12T1.5755.3,wifi_ofdma_tx_evm_5755_a3
38.12T1.5755.3H,wifi_ofdma_tx_evm_5755_a3_tooHigh
38.12T1.5755.3L,wifi_ofdma_tx_evm_5755_a3_tooLow
38.12T1.5755.4,wifi_ofdma_tx_evm_5755_a4
38.12T1.5755.4H,wifi_ofdma_tx_evm_5755_a4_tooHigh
38.12T1.5755.4L,wifi_ofdma_tx_evm_5755_a4_tooLow
38.12T1.5775,wifi_ofdma_tx_evm_5775
38.12T1.5775.1,wifi_ofdma_tx_evm_5775_a1
38.12T1.5775.1H,wifi_ofdma_tx_evm_5775_a1_tooHigh
38.12T1.5775.1L,wifi_ofdma_tx_evm_5775_a1_tooLow
38.12T1.5775.2,wifi_ofdma_tx_evm_5775_a2
38.12T1.5775.2H,wifi_ofdma_tx_evm_5775_a2_tooHigh
38.12T1.5775.2L,wifi_ofdma_tx_evm_5775_a2_tooLow
38.12T1.5775.3,wifi_ofdma_tx_evm_5775_a3
38.12T1.5775.3H,wifi_ofdma_tx_evm_5775_a3_tooHigh
38.12T1.5775.3L,wifi_ofdma_tx_evm_5775_a3_tooLow
38.12T1.5775.4,wifi_ofdma_tx_evm_5775_a4
38.12T1.5775.4H,wifi_ofdma_tx_evm_5775_a4_tooHigh
38.12T1.5775.4L,wifi_ofdma_tx_evm_5775_a4_tooLow
38.12T1.5825,wifi_ofdma_tx_evm_5825
38.12T1.5825.1,wifi_ofdma_tx_evm_5825_a1
38.12T1.5825.1H,wifi_ofdma_tx_evm_5825_a1_tooHigh
38.12T1.5825.1L,wifi_ofdma_tx_evm_5825_a1_tooLow
38.12T1.5825.2,wifi_ofdma_tx_evm_5825_a2
38.12T1.5825.2H,wifi_ofdma_tx_evm_5825_a2_tooHigh
38.12T1.5825.2L,wifi_ofdma_tx_evm_5825_a2_tooLow
38.12T1.5825.3,wifi_ofdma_tx_evm_5825_a3
38.12T1.5825.3H,wifi_ofdma_tx_evm_5825_a3_tooHigh
38.12T1.5825.3L,wifi_ofdma_tx_evm_5825_a3_tooLow
38.12T1.5825.4,wifi_ofdma_tx_evm_5825_a4
38.12T1.5825.4H,wifi_ofdma_tx_evm_5825_a4_tooHigh
38.12T1.5825.4L,wifi_ofdma_tx_evm_5825_a4_tooLow
38.12T2.2412,wifi_ofdma_tx_power_2412
38.12T2.2412.1,wifi_ofdma_tx_power_2412_a1
38.12T2.2412.1H,wifi_ofdma_tx_power_2412_a1_tooHigh
38.12T2.2412.1L,wifi_ofdma_tx_power_2412_a1_tooLow
38.12T2.2412.2,wifi_ofdma_tx_power_2412_a2
38.12T2.2412.2H,wifi_ofdma_tx_power_2412_a2_tooHigh
38.12T2.2412.2L,wifi_ofdma_tx_power_2412_a2_tooLow
38.12T2.2452,wifi_ofdma_tx_power_2452
38.12T2.2452.1,wifi_ofdma_tx_power_2452_a1
38.12T2.2452.1H,wifi_ofdma_tx_power_2452_a1_tooHigh
38.12T2.2452.1L,wifi_ofdma_tx_power_2452_a1_tooLow
38.12T2.2452.2,wifi_ofdma_tx_power_2452_a2
38.12T2.2452.2H,wifi_ofdma_tx_power_2452_a2_tooHigh
38.12T2.2452.2L,wifi_ofdma_tx_power_2452_a2_tooLow
38.12T2.2462,wifi_ofdma_tx_power_2462
38.12T2.2462.1,wifi_ofdma_tx_power_2462_a1
38.12T2.2462.1H,wifi_ofdma_tx_power_2462_a1_tooHigh
38.12T2.2462.1L,wifi_ofdma_tx_power_2462_a1_tooLow
38.12T2.2462.2,wifi_ofdma_tx_power_2462_a2
38.12T2.2462.2H,wifi_ofdma_tx_power_2462_a2_tooHigh
38.12T2.2462.2L,wifi_ofdma_tx_power_2462_a2_tooLow
38.12T2.5180,wifi_ofdma_tx_power_5180
38.12T2.5180.1,wifi_ofdma_tx_power_5180_a1
38.12T2.5180.1H,wifi_ofdma_tx_power_5180_a1_tooHigh
38.12T2.5180.1L,wifi_ofdma_tx_power_5180_a1_tooLow
38.12T2.5180.2,wifi_ofdma_tx_power_5180_a2
38.12T2.5180.2H,wifi_ofdma_tx_power_5180_a2_tooHigh
38.12T2.5180.2L,wifi_ofdma_tx_power_5180_a2_tooLow
38.12T2.5210,wifi_ofdma_tx_power_5210
38.12T2.5210.1,wifi_ofdma_tx_power_5210_a1
38.12T2.5210.1H,wifi_ofdma_tx_power_5210_a1_tooHigh
38.12T2.5210.1L,wifi_ofdma_tx_power_5210_a1_tooLow
38.12T2.5210.2,wifi_ofdma_tx_power_5210_a2
38.12T2.5210.2H,wifi_ofdma_tx_power_5210_a2_tooHigh
38.12T2.5210.2L,wifi_ofdma_tx_power_5210_a2_tooLow
38.12T2.5270,wifi_ofdma_tx_power_5270
38.12T2.5270.1,wifi_ofdma_tx_power_5270_a1
38.12T2.5270.1H,wifi_ofdma_tx_power_5270_a1_tooHigh
38.12T2.5270.1L,wifi_ofdma_tx_power_5270_a1_tooLow
38.12T2.5270.2,wifi_ofdma_tx_power_5270_a2
38.12T2.5270.2H,wifi_ofdma_tx_power_5270_a2_tooHigh
38.12T2.5270.2L,wifi_ofdma_tx_power_5270_a2_tooLow
38.12T2.5290,wifi_ofdma_tx_power_5290
38.12T2.5290.1,wifi_ofdma_tx_power_5290_a1
38.12T2.5290.1H,wifi_ofdma_tx_power_5290_a1_tooHigh
38.12T2.5290.1L,wifi_ofdma_tx_power_5290_a1_tooLow
38.12T2.5290.2,wifi_ofdma_tx_power_5290_a2
38.12T2.5290.2H,wifi_ofdma_tx_power_5290_a2_tooHigh
38.12T2.5290.2L,wifi_ofdma_tx_power_5290_a2_tooLow
38.12T2.5320,wifi_ofdma_tx_power_5320
38.12T2.5320.1,wifi_ofdma_tx_power_5320_a1
38.12T2.5320.1H,wifi_ofdma_tx_power_5320_a1_tooHigh
38.12T2.5320.1L,wifi_ofdma_tx_power_5320_a1_tooLow
38.12T2.5320.2,wifi_ofdma_tx_power_5320_a2
38.12T2.5320.2H,wifi_ofdma_tx_power_5320_a2_tooHigh
38.12T2.5320.2L,wifi_ofdma_tx_power_5320_a2_tooLow
38.12T2.5500,wifi_ofdma_tx_power_5500
38.12T2.5500.1,wifi_ofdma_tx_power_5500_a1
38.12T2.5500.1H,wifi_ofdma_tx_power_5500_a1_tooHigh
38.12T2.5500.1L,wifi_ofdma_tx_power_5500_a1_tooLow
38.12T2.5500.2,wifi_ofdma_tx_power_5500_a2
38.12T2.5500.2H,wifi_ofdma_tx_power_5500_a2_tooHigh
38.12T2.5500.2L,wifi_ofdma_tx_power_5500_a2_tooLow
38.12T2.5500.3,wifi_ofdma_tx_power_5500_a3
38.12T2.5500.3H,wifi_ofdma_tx_power_5500_a3_tooHigh
38.12T2.5500.3L,wifi_ofdma_tx_power_5500_a3_tooLow
38.12T2.5500.4,wifi_ofdma_tx_power_5500_a4
38.12T2.5500.4H,wifi_ofdma_tx_power_5500_a4_tooHigh
38.12T2.5500.4L,wifi_ofdma_tx_power_5500_a4_tooLow
38.12T2.5530,wifi_ofdma_tx_power_5530
38.12T2.5530.1,wifi_ofdma_tx_power_5530_a1
38.12T2.5530.1H,wifi_ofdma_tx_power_5530_a1_tooHigh
38.12T2.5530.1L,wifi_ofdma_tx_power_5530_a1_tooLow
38.12T2.5530.2,wifi_ofdma_tx_power_5530_a2
38.12T2.5530.2H,wifi_ofdma_tx_power_5530_a2_tooHigh
38.12T2.5530.2L,wifi_ofdma_tx_power_5530_a2_tooLow
38.12T2.5530.3,wifi_ofdma_tx_power_5530_a3
38.12T2.5530.3H,wifi_ofdma_tx_power_5530_a3_tooHigh
38.12T2.5530.3L,wifi_ofdma_tx_power_5530_a3_tooLow
38.12T2.5530.4,wifi_ofdma_tx_power_5530_a4
38.12T2.5530.4H,wifi_ofdma_tx_power_5530_a4_tooHigh
38.12T2.5530.4L,wifi_ofdma_tx_power_5530_a4_tooLow
38.12T2.5670,wifi_ofdma_tx_power_5670
38.12T2.5670.1,wifi_ofdma_tx_power_5670_a1
38.12T2.5670.1H,wifi_ofdma_tx_power_5670_a1_tooHigh
38.12T2.5670.1L,wifi_ofdma_tx_power_5670_a1_tooLow
38.12T2.5670.2,wifi_ofdma_tx_power_5670_a2
38.12T2.5670.2H,wifi_ofdma_tx_power_5670_a2_tooHigh
38.12T2.5670.2L,wifi_ofdma_tx_power_5670_a2_tooLow
38.12T2.5670.3,wifi_ofdma_tx_power_5670_a3
38.12T2.5670.3H,wifi_ofdma_tx_power_5670_a3_tooHigh
38.12T2.5670.3L,wifi_ofdma_tx_power_5670_a3_tooLow
38.12T2.5670.4,wifi_ofdma_tx_power_5670_a4
38.12T2.5670.4H,wifi_ofdma_tx_power_5670_a4_tooHigh
38.12T2.5670.4L,wifi_ofdma_tx_power_5670_a4_tooLow
38.12T2.5755,wifi_ofdma_tx_power_5755
38.12T2.5755.1,wifi_ofdma_tx_power_5755_a1
38.12T2.5755.1H,wifi_ofdma_tx_power_5755_a1_tooHigh
38.12T2.5755.1L,wifi_ofdma_tx_power_5755_a1_tooLow
38.12T2.5755.2,wifi_ofdma_tx_power_5755_a2
38.12T2.5755.2H,wifi_ofdma_tx_power_5755_a2_tooHigh
38.12T2.5755.2L,wifi_ofdma_tx_power_5755_a2_tooLow
38.12T2.5755.3,wifi_ofdma_tx_power_5755_a3
38.12T2.5755.3H,wifi_ofdma_tx_power_5755_a3_tooHigh
38.12T2.5755.3L,wifi_ofdma_tx_power_5755_a3_tooLow
38.12T2.5755.4,wifi_ofdma_tx_power_5755_a4
38.12T2.5755.4H,wifi_ofdma_tx_power_5755_a4_tooHigh
38.12T2.5755.4L,wifi_ofdma_tx_power_5755_a4_tooLow
38.12T2.5775,wifi_ofdma_tx_power_5775
38.12T2.5775.1,wifi_ofdma_tx_power_5775_a1
38.12T2.5775.1H,wifi_ofdma_tx_power_5775_a1_tooHigh
38.12T2.5775.1L,wifi_ofdma_tx_power_5775_a1_tooLow
38.12T2.5775.2,wifi_ofdma_tx_power_5775_a2
38.12T2.5775.2H,wifi_ofdma_tx_power_5775_a2_tooHigh
38.12T2.5775.2L,wifi_ofdma_tx_power_5775_a2_tooLow
38.12T2.5775.3,wifi_ofdma_tx_power_5775_a3
38.12T2.5775.3H,wifi_ofdma_tx_power_5775_a3_tooHigh
38.12T2.5775.3L,wifi_ofdma_tx_power_5775_a3_tooLow
38.12T2.5775.4,wifi_ofdma_tx_power_5775_a4
38.12T2.5775.4H,wifi_ofdma_tx_power_5775_a4_tooHigh
38.12T2.5775.4L,wifi_ofdma_tx_power_5775_a4_tooLow
38.12T2.5825,wifi_ofdma_tx_power_5825
38.12T2.5825.1,wifi_ofdma_tx_power_5825_a1
38.12T2.5825.1H,wifi_ofdma_tx_power_5825_a1_tooHigh
38.12T2.5825.1L,wifi_ofdma_tx_power_5825_a1_tooLow
38.12T2.5825.2,wifi_ofdma_tx_power_5825_a2
38.12T2.5825.2H,wifi_ofdma_tx_power_5825_a2_tooHigh
38.12T2.5825.2L,wifi_ofdma_tx_power_5825_a2_tooLow
38.12T2.5825.3,wifi_ofdma_tx_power_5825_a3
38.12T2.5825.3H,wifi_ofdma_tx_power_5825_a3_tooHigh
38.12T2.5825.3L,wifi_ofdma_tx_power_5825_a3_tooLow
38.12T2.5825.4,wifi_ofdma_tx_power_5825_a4
38.12T2.5825.4H,wifi_ofdma_tx_power_5825_a4_tooHigh
38.12T2.5825.4L,wifi_ofdma_tx_power_5825_a4_tooLow
38.12T3.2412,wifi_ofdma_tx_violation_2412
38.12T3.2412.1,wifi_ofdma_tx_violation_2412_a1
38.12T3.2412.1H,wifi_ofdma_tx_violation_2412_a1_tooHigh
38.12T3.2412.1L,wifi_ofdma_tx_violation_2412_a1_tooLow
38.12T3.2412.2,wifi_ofdma_tx_violation_2412_a2
38.12T3.2412.2H,wifi_ofdma_tx_violation_2412_a2_tooHigh
38.12T3.2412.2L,wifi_ofdma_tx_violation_2412_a2_tooLow
38.12T3.2452,wifi_ofdma_tx_violation_2452
38.12T3.2452.1,wifi_ofdma_tx_violation_2452_a1
38.12T3.2452.1H,wifi_ofdma_tx_violation_2452_a1_tooHigh
38.12T3.2452.1L,wifi_ofdma_tx_violation_2452_a1_tooLow
38.12T3.2452.2,wifi_ofdma_tx_violation_2452_a2
38.12T3.2452.2H,wifi_ofdma_tx_violation_2452_a2_tooHigh
38.12T3.2452.2L,wifi_ofdma_tx_violation_2452_a2_tooLow
38.12T3.2462,wifi_ofdma_tx_violation_2462
38.12T3.2462.1,wifi_ofdma_tx_violation_2462_a1
38.12T3.2462.1H,wifi_ofdma_tx_violation_2462_a1_tooHigh
38.12T3.2462.1L,wifi_ofdma_tx_violation_2462_a1_tooLow
38.12T3.2462.2,wifi_ofdma_tx_violation_2462_a2
38.12T3.2462.2H,wifi_ofdma_tx_violation_2462_a2_tooHigh
38.12T3.2462.2L,wifi_ofdma_tx_violation_2462_a2_tooLow
38.12T3.5180,wifi_ofdma_tx_violation_5180
38.12T3.5180.1,wifi_ofdma_tx_violation_5180_a1
38.12T3.5180.1H,wifi_ofdma_tx_violation_5180_a1_tooHigh
38.12T3.5180.1L,wifi_ofdma_tx_violation_5180_a1_tooLow
38.12T3.5180.2,wifi_ofdma_tx_violation_5180_a2
38.12T3.5180.2H,wifi_ofdma_tx_violation_5180_a2_tooHigh
38.12T3.5180.2L,wifi_ofdma_tx_violation_5180_a2_tooLow
38.12T3.5210,wifi_ofdma_tx_violation_5210
38.12T3.5210.1,wifi_ofdma_tx_violation_5210_a1
38.12T3.5210.1H,wifi_ofdma_tx_violation_5210_a1_tooHigh
38.12T3.5210.1L,wifi_ofdma_tx_violation_5210_a1_tooLow
38.12T3.5210.2,wifi_ofdma_tx_violation_5210_a2
38.12T3.5210.2H,wifi_ofdma_tx_violation_5210_a2_tooHigh
38.12T3.5210.2L,wifi_ofdma_tx_violation_5210_a2_tooLow
38.12T3.5270,wifi_ofdma_tx_violation_5270
38.12T3.5270.1,wifi_ofdma_tx_violation_5270_a1
38.12T3.5270.1H,wifi_ofdma_tx_violation_5270_a1_tooHigh
38.12T3.5270.1L,wifi_ofdma_tx_violation_5270_a1_tooLow
38.12T3.5270.2,wifi_ofdma_tx_violation_5270_a2
38.12T3.5270.2H,wifi_ofdma_tx_violation_5270_a2_tooHigh
38.12T3.5270.2L,wifi_ofdma_tx_violation_5270_a2_tooLow
38.12T3.5290,wifi_ofdma_tx_violation_5290
38.12T3.5290.1,wifi_ofdma_tx_violation_5290_a1
38.12T3.5290.1H,wifi_ofdma_tx_violation_5290_a1_tooHigh
38.12T3.5290.1L,wifi_ofdma_tx_violation_5290_a1_tooLow
38.12T3.5290.2,wifi_ofdma_tx_violation_5290_a2
38.12T3.5290.2H,wifi_ofdma_tx_violation_5290_a2_tooHigh
38.12T3.5290.2L,wifi_ofdma_tx_violation_5290_a2_tooLow
38.12T3.5320,wifi_ofdma_tx_violation_5320
38.12T3.5320.1,wifi_ofdma_tx_violation_5320_a1
38.12T3.5320.1H,wifi_ofdma_tx_violation_5320_a1_tooHigh
38.12T3.5320.1L,wifi_ofdma_tx_violation_5320_a1_tooLow
38.12T3.5320.2,wifi_ofdma_tx_violation_5320_a2
38.12T3.5320.2H,wifi_ofdma_tx_violation_5320_a2_tooHigh
38.12T3.5320.2L,wifi_ofdma_tx_violation_5320_a2_tooLow
38.12T3.5500,wifi_ofdma_tx_violation_5500
38.12T3.5500.1,wifi_ofdma_tx_violation_5500_a1
38.12T3.5500.1H,wifi_ofdma_tx_violation_5500_a1_tooHigh
38.12T3.5500.1L,wifi_ofdma_tx_violation_5500_a1_tooLow
38.12T3.5500.2,wifi_ofdma_tx_violation_5500_a2
38.12T3.5500.2H,wifi_ofdma_tx_violation_5500_a2_tooHigh
38.12T3.5500.2L,wifi_ofdma_tx_violation_5500_a2_tooLow
38.12T3.5500.3,wifi_ofdma_tx_violation_5500_a3
38.12T3.5500.3H,wifi_ofdma_tx_violation_5500_a3_tooHigh
38.12T3.5500.3L,wifi_ofdma_tx_violation_5500_a3_tooLow
38.12T3.5500.4,wifi_ofdma_tx_violation_5500_a4
38.12T3.5500.4H,wifi_ofdma_tx_violation_5500_a4_tooHigh
38.12T3.5500.4L,wifi_ofdma_tx_violation_5500_a4_tooLow
38.12T3.5530,wifi_ofdma_tx_violation_5530
38.12T3.5530.1,wifi_ofdma_tx_violation_5530_a1
38.12T3.5530.1H,wifi_ofdma_tx_violation_5530_a1_tooHigh
38.12T3.5530.1L,wifi_ofdma_tx_violation_5530_a1_tooLow
38.12T3.5530.2,wifi_ofdma_tx_violation_5530_a2
38.12T3.5530.2H,wifi_ofdma_tx_violation_5530_a2_tooHigh
38.12T3.5530.2L,wifi_ofdma_tx_violation_5530_a2_tooLow
38.12T3.5530.3,wifi_ofdma_tx_violation_5530_a3
38.12T3.5530.3H,wifi_ofdma_tx_violation_5530_a3_tooHigh
38.12T3.5530.3L,wifi_ofdma_tx_violation_5530_a3_tooLow
38.12T3.5530.4,wifi_ofdma_tx_violation_5530_a4
38.12T3.5530.4H,wifi_ofdma_tx_violation_5530_a4_tooHigh
38.12T3.5530.4L,wifi_ofdma_tx_violation_5530_a4_tooLow
38.12T3.5670,wifi_ofdma_tx_violation_5670
38.12T3.5670.1,wifi_ofdma_tx_violation_5670_a1
38.12T3.5670.1H,wifi_ofdma_tx_violation_5670_a1_tooHigh
38.12T3.5670.1L,wifi_ofdma_tx_violation_5670_a1_tooLow
38.12T3.5670.2,wifi_ofdma_tx_violation_5670_a2
38.12T3.5670.2H,wifi_ofdma_tx_violation_5670_a2_tooHigh
38.12T3.5670.2L,wifi_ofdma_tx_violation_5670_a2_tooLow
38.12T3.5670.3,wifi_ofdma_tx_violation_5670_a3
38.12T3.5670.3H,wifi_ofdma_tx_violation_5670_a3_tooHigh
38.12T3.5670.3L,wifi_ofdma_tx_violation_5670_a3_tooLow
38.12T3.5670.4,wifi_ofdma_tx_violation_5670_a4
38.12T3.5670.4H,wifi_ofdma_tx_violation_5670_a4_tooHigh
38.12T3.5670.4L,wifi_ofdma_tx_violation_5670_a4_tooLow
38.12T3.5755,wifi_ofdma_tx_violation_5755
38.12T3.5755.1,wifi_ofdma_tx_violation_5755_a1
38.12T3.5755.1H,wifi_ofdma_tx_violation_5755_a1_tooHigh
38.12T3.5755.1L,wifi_ofdma_tx_violation_5755_a1_tooLow
38.12T3.5755.2,wifi_ofdma_tx_violation_5755_a2
38.12T3.5755.2H,wifi_ofdma_tx_violation_5755_a2_tooHigh
38.12T3.5755.2L,wifi_ofdma_tx_violation_5755_a2_tooLow
38.12T3.5755.3,wifi_ofdma_tx_violation_5755_a3
38.12T3.5755.3H,wifi_ofdma_tx_violation_5755_a3_tooHigh
38.12T3.5755.3L,wifi_ofdma_tx_violation_5755_a3_tooLow
38.12T3.5755.4,wifi_ofdma_tx_violation_5755_a4
38.12T3.5755.4H,wifi_ofdma_tx_violation_5755_a4_tooHigh
38.12T3.5755.4L,wifi_ofdma_tx_violation_5755_a4_tooLow
38.12T3.5775,wifi_ofdma_tx_violation_5775
38.12T3.5775.1,wifi_ofdma_tx_violation_5775_a1
38.12T3.5775.1H,wifi_ofdma_tx_violation_5775_a1_tooHigh
38.12T3.5775.1L,wifi_ofdma_tx_violation_5775_a1_tooLow
38.12T3.5775.2,wifi_ofdma_tx_violation_5775_a2
38.12T3.5775.2H,wifi_ofdma_tx_violation_5775_a2_tooHigh
38.12T3.5775.2L,wifi_ofdma_tx_violation_5775_a2_tooLow
38.12T3.5775.3,wifi_ofdma_tx_violation_5775_a3
38.12T3.5775.3H,wifi_ofdma_tx_violation_5775_a3_tooHigh
38.12T3.5775.3L,wifi_ofdma_tx_violation_5775_a3_tooLow
38.12T3.5775.4,wifi_ofdma_tx_violation_5775_a4
38.12T3.5775.4H,wifi_ofdma_tx_violation_5775_a4_tooHigh
38.12T3.5775.4L,wifi_ofdma_tx_violation_5775_a4_tooLow
38.12T3.5825,wifi_ofdma_tx_violation_5825
38.12T3.5825.1,wifi_ofdma_tx_violation_5825_a1
38.12T3.5825.1H,wifi_ofdma_tx_violation_5825_a1_tooHigh
38.12T3.5825.1L,wifi_ofdma_tx_violation_5825_a1_tooLow
38.12T3.5825.2,wifi_ofdma_tx_violation_5825_a2
38.12T3.5825.2H,wifi_ofdma_tx_violation_5825_a2_tooHigh
38.12T3.5825.2L,wifi_ofdma_tx_violation_5825_a2_tooLow
38.12T3.5825.3,wifi_ofdma_tx_violation_5825_a3
38.12T3.5825.3H,wifi_ofdma_tx_violation_5825_a3_tooHigh
38.12T3.5825.3L,wifi_ofdma_tx_violation_5825_a3_tooLow
38.12T3.5825.4,wifi_ofdma_tx_violation_5825_a4
38.12T3.5825.4H,wifi_ofdma_tx_violation_5825_a4_tooHigh
38.12T3.5825.4L,wifi_ofdma_tx_violation_5825_a4_tooLow
38.12T4.2412,wifi_ofdma_tx_freq_2412
38.12T4.2412.1,wifi_ofdma_tx_freq_2412_a1
38.12T4.2412.1H,wifi_ofdma_tx_freq_2412_a1_tooHigh
38.12T4.2412.1L,wifi_ofdma_tx_freq_2412_a1_tooLow
38.12T4.2412.2,wifi_ofdma_tx_freq_2412_a2
38.12T4.2412.2H,wifi_ofdma_tx_freq_2412_a2_tooHigh
38.12T4.2412.2L,wifi_ofdma_tx_freq_2412_a2_tooLow
38.12T4.2452,wifi_ofdma_tx_freq_2452
38.12T4.2452.1,wifi_ofdma_tx_freq_2452_a1
38.12T4.2452.1H,wifi_ofdma_tx_freq_2452_a1_tooHigh
38.12T4.2452.1L,wifi_ofdma_tx_freq_2452_a1_tooLow
38.12T4.2452.2,wifi_ofdma_tx_freq_2452_a2
38.12T4.2452.2H,wifi_ofdma_tx_freq_2452_a2_tooHigh
38.12T4.2452.2L,wifi_ofdma_tx_freq_2452_a2_tooLow
38.12T4.2462,wifi_ofdma_tx_freq_2462
38.12T4.2462.1,wifi_ofdma_tx_freq_2462_a1
38.12T4.2462.1H,wifi_ofdma_tx_freq_2462_a1_tooHigh
38.12T4.2462.1L,wifi_ofdma_tx_freq_2462_a1_tooLow
38.12T4.2462.2,wifi_ofdma_tx_freq_2462_a2
38.12T4.2462.2H,wifi_ofdma_tx_freq_2462_a2_tooHigh
38.12T4.2462.2L,wifi_ofdma_tx_freq_2462_a2_tooLow
38.12T4.5180,wifi_ofdma_tx_freq_5180
38.12T4.5180.1,wifi_ofdma_tx_freq_5180_a1
38.12T4.5180.1H,wifi_ofdma_tx_freq_5180_a1_tooHigh
38.12T4.5180.1L,wifi_ofdma_tx_freq_5180_a1_tooLow
38.12T4.5180.2,wifi_ofdma_tx_freq_5180_a2
38.12T4.5180.2H,wifi_ofdma_tx_freq_5180_a2_tooHigh
38.12T4.5180.2L,wifi_ofdma_tx_freq_5180_a2_tooLow
38.12T4.5210,wifi_ofdma_tx_freq_5210
38.12T4.5210.1,wifi_ofdma_tx_freq_5210_a1
38.12T4.5210.1H,wifi_ofdma_tx_freq_5210_a1_tooHigh
38.12T4.5210.1L,wifi_ofdma_tx_freq_5210_a1_tooLow
38.12T4.5210.2,wifi_ofdma_tx_freq_5210_a2
38.12T4.5210.2H,wifi_ofdma_tx_freq_5210_a2_tooHigh
38.12T4.5210.2L,wifi_ofdma_tx_freq_5210_a2_tooLow
38.12T4.5270,wifi_ofdma_tx_freq_5270
38.12T4.5270.1,wifi_ofdma_tx_freq_5270_a1
38.12T4.5270.1H,wifi_ofdma_tx_freq_5270_a1_tooHigh
38.12T4.5270.1L,wifi_ofdma_tx_freq_5270_a1_tooLow
38.12T4.5270.2,wifi_ofdma_tx_freq_5270_a2
38.12T4.5270.2H,wifi_ofdma_tx_freq_5270_a2_tooHigh
38.12T4.5270.2L,wifi_ofdma_tx_freq_5270_a2_tooLow
38.12T4.5290,wifi_ofdma_tx_freq_5290
38.12T4.5290.1,wifi_ofdma_tx_freq_5290_a1
38.12T4.5290.1H,wifi_ofdma_tx_freq_5290_a1_tooHigh
38.12T4.5290.1L,wifi_ofdma_tx_freq_5290_a1_tooLow
38.12T4.5290.2,wifi_ofdma_tx_freq_5290_a2
38.12T4.5290.2H,wifi_ofdma_tx_freq_5290_a2_tooHigh
38.12T4.5290.2L,wifi_ofdma_tx_freq_5290_a2_tooLow
38.12T4.5320,wifi_ofdma_tx_freq_5320
38.12T4.5320.1,wifi_ofdma_tx_freq_5320_a1
38.12T4.5320.1H,wifi_ofdma_tx_freq_5320_a1_tooHigh
38.12T4.5320.1L,wifi_ofdma_tx_freq_5320_a1_tooLow
38.12T4.5320.2,wifi_ofdma_tx_freq_5320_a2
38.12T4.5320.2H,wifi_ofdma_tx_freq_5320_a2_tooHigh
38.12T4.5320.2L,wifi_ofdma_tx_freq_5320_a2_tooLow
38.12T4.5500,wifi_ofdma_tx_freq_5500
38.12T4.5500.1,wifi_ofdma_tx_freq_5500_a1
38.12T4.5500.1H,wifi_ofdma_tx_freq_5500_a1_tooHigh
38.12T4.5500.1L,wifi_ofdma_tx_freq_5500_a1_tooLow
38.12T4.5500.2,wifi_ofdma_tx_freq_5500_a2
38.12T4.5500.2H,wifi_ofdma_tx_freq_5500_a2_tooHigh
38.12T4.5500.2L,wifi_ofdma_tx_freq_5500_a2_tooLow
38.12T4.5500.3,wifi_ofdma_tx_freq_5500_a3
38.12T4.5500.3H,wifi_ofdma_tx_freq_5500_a3_tooHigh
38.12T4.5500.3L,wifi_ofdma_tx_freq_5500_a3_tooLow
38.12T4.5500.4,wifi_ofdma_tx_freq_5500_a4
38.12T4.5500.4H,wifi_ofdma_tx_freq_5500_a4_tooHigh
38.12T4.5500.4L,wifi_ofdma_tx_freq_5500_a4_tooLow
38.12T4.5530,wifi_ofdma_tx_freq_5530
38.12T4.5530.1,wifi_ofdma_tx_freq_5530_a1
